iter	Logloss
0	0.3577062164
1	0.1835198342
2	0.09934766746
3	0.05462851652
4	0.03190096558
5	0.01997212826
6	0.01344403008
7	0.00964405491
8	0.007364111704
9	0.005979199751
10	0.005030899363
11	0.004352143787
12	0.003923110171
13	0.003604733151
14	0.00338382757
15	0.003245655443
16	0.003067549855
17	0.002937160251
18	0.002833188132
19	0.002767736371
20	0.002711934905
21	0.002652660327
22	0.002595667322
23	0.002544142767
24	0.002497165318
25	0.002424904066
26	0.002385990305
27	0.002346776877
28	0.002329779117
29	0.002287433205
30	0.002280320066
31	0.002257638832
32	0.002247522059
33	0.002234886051
34	0.00221582471
35	0.00217553483
36	0.002167985541
37	0.0021528721
38	0.00213664986
39	0.002121073158
40	0.002102597002
41	0.002086567545
42	0.002068808718
43	0.002059226394
44	0.002050932156
45	0.002046179227
46	0.002039658364
47	0.002031997784
48	0.002027144994
49	0.002016695208
50	0.001985721093
51	0.001968446446
52	0.001952693143
53	0.001945276442
54	0.001935375068
55	0.001920314546
56	0.001913053397
57	0.001905598199
58	0.001900361879
59	0.001890173999
60	0.00187873362
61	0.001867737744
62	0.001860026738
63	0.001849449188
64	0.001827674993
65	0.001818923293
66	0.001812457355
67	0.001796879002
68	0.001784731122
69	0.001778449813
70	0.001764477113
71	0.001759035117
72	0.00175470656
73	0.001742826033
74	0.001727760938
75	0.001714527434
76	0.00170443751
77	0.001698497872
78	0.001688934525
79	0.001682509237
80	0.001679124258
81	0.001666923526
82	0.00165131184
83	0.001637252945
84	0.001630626758
85	0.001625775209
86	0.001617157083
87	0.001608746374
88	0.001606199691
89	0.001588675659
90	0.001578274832
91	0.001568367887
92	0.00155703245
93	0.001552037675
94	0.001547554737
95	0.001542139609
96	0.001533559941
97	0.001523292588
98	0.001515347023
99	0.001509889355
100	0.001498845169
101	0.001494082763
102	0.001485361466
103	0.001473556478
104	0.001464291349
105	0.001459783707
106	0.001455181779
107	0.001449122033
108	0.001443828316
109	0.001437844534
110	0.001433272851
111	0.001428404846
112	0.00141535345
113	0.001407274029
114	0.001399902018
115	0.001390127947
116	0.001385830103
117	0.001374120918
118	0.001367299322
119	0.001362279086
120	0.001358215752
121	0.001354883737
122	0.001347505489
123	0.00133059478
124	0.001321115267
125	0.001313932211
126	0.001307741138
127	0.001303765265
128	0.001302399325
129	0.001299266458
130	0.001298656687
131	0.001287867846
132	0.001282115777
133	0.001272997466
134	0.001265479402
135	0.001257085
136	0.001252187581
137	0.001244445089
138	0.001230229089
139	0.00122676369
140	0.001220674361
141	0.001214014423
142	0.001205505865
143	0.001197583906
144	0.001192343636
145	0.001189421053
146	0.00118678039
147	0.001184758155
148	0.001180996303
149	0.001178825057
150	0.001176259203
151	0.00117420184
152	0.001166711707
153	0.001163639881
154	0.001155421636
155	0.00115247082
156	0.001150767865
157	0.001147869501
158	0.001138073336
159	0.001134793863
160	0.001128516676
161	0.001126579951
162	0.00112117236
163	0.001114136912
164	0.001111737126
165	0.001108861585
166	0.001107221385
167	0.001104659086
168	0.001101591633
169	0.001099351146
170	0.001097276746
171	0.001087252308
172	0.001080112311
173	0.001071416675
174	0.001064982049
175	0.001051296228
176	0.001045059387
177	0.001040859011
178	0.001038965432
179	0.001031778699
180	0.001024786396
181	0.001022174894
182	0.001019377574
183	0.001016855064
184	0.001015110713
185	0.001011833654
186	0.001007800956
187	0.00100392259
188	0.001001668873
189	0.0009973703667
190	0.0009958042279
191	0.0009908140934
192	0.0009869880023
193	0.0009861683042
194	0.0009783013605
195	0.0009738064217
196	0.0009726195378
197	0.0009690605863
198	0.0009657216248
199	0.0009634119887
200	0.0009593366106
201	0.0009579746142
202	0.0009559773654
203	0.0009550517837
204	0.0009476327122
205	0.0009463858868
206	0.0009433695806
